Date,ARS,BRL,CLP,COP,CRC,DOP,GTQ,HNL,MXN,NIO,PAB,PEN,PYG,UYU
2010-01-05,0.0185482400692909,0.010471208182348146,0.004871055894859033,-0.016774716217785923,0.010920929445483507,0.01658105596606596,0.0020172533989046837,0.0017280261701668742,-0.004739105794957843,0.0024441137640134336,0.001804246102667939,0.019662086343640084,-0.019969174266088463,0.001779939168936373
2010-01-06,0.0007883381833599934,-0.003166355226390638,-0.012691891919762943,-0.008303975842979372,-0.00047276301175014357,0.0,-0.00030498681958901486,-0.0002694965483671652,-0.0055655817865380985,-0.0001950412097800891,-0.00040700729374532063,0.0,-0.000332941217017213,-0.0003658010869375117
2010-01-07,-0.0043587059903004155,0.004273702871797624,-0.0068450993192203935,-0.017102233530512545,0.018086213278430296,-0.013148378182216813,-0.0002685308082358562,-0.0003235653154026741,0.0016248283655730944,-4.874655762321378e-05,0.00026465335961423087,-0.022450350553329446,-0.0003108269471242542,-0.00031368701394596243
2010-01-08,-0.002848146054851175,-0.003967998793442118,-0.01909743088942306,5.161895054572874e-05,-0.018837307223251276,-0.003907126662080929,0.004773494490438068,0.0009169965354136611,-0.005955961712817093,0.0011217836751169497,3.0510183031351445e-05,-0.0004629148969206298,0.00208775376413306,0.00360823338695071
2010-01-09,0.0014457750594196739,-0.0001924647293872761,0.001805416483453115,-0.0011186259690002531,0.011232748823041261,0.0015238192428224107,-0.0010692301616225253,-0.00010779117047088338,0.0012981865837897733,3.249384901349295e-05,-1.6942845151746155e-05,-0.0015792654875398382,0.0013741816615271407,-0.0009726232719662331
2010-01-10,0.0014436878115882124,-0.00019250177918994638,0.0018021628289759395,-0.0011198786943897865,0.011107975721825758,0.0015215007507007883,-0.0010703746384700397,-0.00010780279066002763,0.001296503480365585,3.249279319761378e-05,-1.6943132216562518e-05,-0.0015817635120640716,0.0013722958776980487,-0.0009735701889891368
2010-01-11,0.001441606581736865,-0.00019253884325998172,0.001798920880632382,-0.0011211342287261727,0.010985944121245428,0.0015191893030355175,-0.0010715215679811818,-0.00010781441335450115,0.001294824735589506,3.249173745012435e-05,-1.6943419291259865e-05,-0.0015842694516758904,0.0013704152624822719,-0.000974518951588843
2010-01-12,0.0015010168654701062,0.0036395678439302692,0.003494306502031641,-0.0004144471705380681,-0.009233625834018433,-0.005028255271288362,0.0045832445479372375,-0.00010775749053371086,0.005277428416568419,0.0,-8.146323745461537e-05,0.0004294930752881676,0.00761522177813756,-0.002717393742010521
2010-01-13,-0.004627697591309099,0.004950208010702228,-0.0017825008638929773,-0.0013992284442557734,-0.004642037085927031,0.0030773903247554024,-0.002596616911001437,0.00032351297661348255,-0.008343234535871269,0.0002435407347662899,0.00033588882631874206,-0.00046504887320752974,0.006834803824828928,-0.002305529192309197
2010-01-14,0.0005283425317248458,0.01042437727844625,0.004215113690967387,0.005968135271313235,-0.0010185249612232328,-0.0024767777924037393,0.005036552158613539,0.00032330554995874117,-0.0018748933182997085,0.0004870557706262435,0.0003764063388598249,-0.00025055369721593834,0.009007615470529418,0.010766802197938796
